filename,number_ipv6_packets,number_flow_packets,number_ipv6_conversations,hop_by_hop_header,routing_header,fragment_header,destination_header,authentication_header,encapsulation_header,average_packet_length_per_traffic,min_packet_length_per_traffic,max_packet_length_per_traffic,average_packet_length_per_flow,min_packet_length_per_flow,max_packet_length_per_flow,average_number_packets_per_flow,min_number_packets_per_flow,max_number_packets_per_flow,average_ipg_per_traffic,packets_per_second,Sum A ← B,Min A ← B,Max A← B,Average Packets A ← B,Sum A → B,Min A → B,Max A → B,Average A → B,Min Length/Conversation (Bytes),Max Length/Conversation (Bytes),Average Length/Conversation (Bytes),Min Number Packets/Conversation,Max Number Packets/Conversation,Average Number Packets/Conversation,Min Duration/Conversation,Max Duration/Conversation,Average Duration/Conversation
equinix-nyc.dirB.20181115-130800.UTC.anon.ipv6.pcap,4878893,2674971,121296,0,0,119,0,0,2,460.75,52,1504,520.54 ,52,1504,4.27,1,101816,0.000012298,81314.900951561,1102122,0,80100,9.0862,3776652,0,101962,31.1358,0,94889199,18513.33,1,101962,40.22,0,59.9998,16.3185
equinix-nyc.dirB.20181115-130900.UTC.anon.ipv6.pcap,4786404,2581674,124743,0,0,95,0,0,60,457.25,52,1504,534.65 ,56,1504,4.15,1,22522,0.000012536,79773.407977340,1097882,0,79606,8.8011,3688427,0,102025,29.5682,0,94425990,17526.16,1,102025,38.36,0,60.0000,15.8672
equinix-nyc.dirB.20181115-131000.UTC.anon.ipv6.pcap,4785935,2597073,124013,0,0,85,0,0,62,463.06,52,1504,542.56 ,52,1504,4.12,1,19180,0.000012537,79765.661769567,1112462,0,80562,8.9705,3673388,0,103532,29.6209,0,95575134,17851.99,1,103532,38.59,0,59.9997,16.0236
equinix-nyc.dirB.20181115-131100.UTC.anon.ipv6.pcap,4734998,2555832,118670,0,0,100,0,0,58,458.85,52,1504,537.41 ,52,1504,4.14,1,33590,0.000012672,78916.639909719,1123184,0,79470,9.4647,3611714,0,102151,30.4349,0,94307386,18289.69,1,102151,39.89,0,59.9997,16.5581
equinix-nyc.dirB.20181115-131200.UTC.anon.ipv6.pcap,4771846,2563002,118477,0,0,83,0,0,28,467.92,52,1504,550.23 ,52,1504,4.08,1,50919,0.000012574,79530.835593390,1158651,0,81076,9.7795,3613112,0,103164,30.4963,0,96280911,18826.94,1,103164,40.27,0,59.9994,16.7600
equinix-nyc.dirB.20181115-131300.UTC.anon.ipv6.pcap,4758321,2588316,122969,0,0,87,0,0,10,468.66,52,1504,558.71 ,52,1504,4.13,1,36230,0.000012609,79305.364539316,1169179,0,81029,9.5079,3589055,0,103970,29.1866,0,96224608,18115.26,1,103970,38.69,0,59.9996,16.1965
equinix-nyc.dirB.20181115-131400.UTC.anon.ipv6.pcap,4926841,2639137,122064,0,0,75,0,0,7,479.66,52,1504,559.70 ,52,1504,4.27,1,56413,0.000012178,82114.037195175,1255083,0,80281,10.2821,3671683,0,102319,30.0799,0,95251035,19341.70,1,102319,40.36,0,59.9995,16.1773
equinix-nyc.dirB.20181115-131500.UTC.anon.ipv6.pcap,5029076,2673400,123958,0,0,88,0,0,6,486.64,52,1504,560.41 ,52,1504,4.26,1,62194,0.000011931,83817.951493889,1273743,0,81415,10.2756,3755245,0,104687,30.2944,0,96739208,19723.34,1,104687,40.57,0,59.9997,16.0993
equinix-nyc.dirB.20181115-131600.UTC.anon.ipv6.pcap,4916850,2681249,125459,0,0,101,0,0,57,471.09,52,1504,570.98 ,52,1504,4.33,1,60721,0.000012203,81947.519121087,1277441,0,80291,10.1821,3639308,0,102500,29.0079,0,95448409,18443.62,1,102500,39.19,0,59.9994,15.7942
equinix-nyc.dirB.20181115-131700.UTC.anon.ipv6.pcap,4834862,2593076,124682,0,0,108,0,0,158,458.70,52,1504,550.24 ,52,1504,4.22,1,35996,0.000012410,80581.058850668,1212762,0,80705,9.7268,3621992,0,101673,29.0498,0,95845779,17770.57,1,101673,38.77,0,59.9999,16.0018
equinix-nyc.dirB.20181115-131800.UTC.anon.ipv6.pcap,4909648,2626712,120383,0,0,99,0,0,150,467.14,52,1504,551.99 ,52,1504,4.25,1,41143,0.000012221,81827.515763176,1260726,0,80758,10.4726,3648823,0,102874,30.3101,0,95892703,19033.26,1,102874,40.78,0,59.9999,16.4122
equinix-nyc.dirB.20181115-131900.UTC.anon.ipv6.pcap,4847682,2631564,118685,0,0,90,0,0,150,464.31,52,1504,553.12 ,52,1504,4.30,1,54545,0.000012377,80794.737704210,1262215,0,79744,10.6350,3585377,0,102225,30.2091,0,94692824,18947.85,1,102225,40.84,0,59.9991,16.6371
equinix-nyc.dirB.20181115-131947.UTC.anon.ipv6.pcap,984353,541043,50080,0,0,16,0,0,30,491.63,54,1504,589.45 ,57,1504,4.08,1,8577,0.000012281,81428.400428801,269710,0,16462,5.3855,714627,0,20962,14.2697,0,21005782,9653.63,1,20962,19.65,0,12.0875,2.5256
equinix-nyc.dirB.20181115-132000.UTC.anon.ipv6.pcap,4975628,2658594,120345,0,0,336,0,0,141,485.26,52,1504,593.85 ,52,1504,4.28,1,59879,0.000012059,82927.170650560,1337894,0,80435,11.1171,3637398,0,102894,30.2247,0,96161069,20042.08,1,102894,41.34,0,59.9998,16.5688
equinix-nyc.dirB.20181115-132100.UTC.anon.ipv6.pcap,4939389,2621960,123114,0,0,90,0,0,140,472.78,52,1504,569.57 ,52,1504,4.25,1,59753,0.000012147,82323.181557219,1261097,0,80569,10.2433,3678202,0,100886,29.8763,0,95777772,18950.16,1,100886,40.11,0,59.9991,16.2089
equinix-nyc.dirB.20181115-132200.UTC.anon.ipv6.pcap,4929979,2599404,125223,0,0,69,0,0,61,470.00,52,1504,547.40 ,52,1504,4.22,1,46980,0.000012170,82166.364597046,1298994,0,133086,10.3734,3630916,0,101721,28.9955,0,96466036,18485.94,1,133086,39.36,0,59.9998,15.9657
equinix-nyc.dirB.20181115-132300.UTC.anon.ipv6.pcap,4978825,2760309,125010,0,0,103,0,0,300,479.68,52,1504,539.07 ,52,1504,4.52,1,52868,0.000012051,82980.478902025,1212602,0,80046,9.7000,3766120,0,101196,30.1265,0,95061789,19085.07,1,101196,39.82,0,59.9997,15.9422
equinix-nyc.dirB.20181115-132400.UTC.anon.ipv6.pcap,4886255,2708328,123154,0,0,132,0,0,332,490.82,52,1504,549.47 ,52,1504,4.43,1,35074,0.000012279,81437.659341815,1238730,0,80118,10.0583,3647393,0,101329,29.6165,0,95186334,19452.68,1,101329,39.67,0,59.9999,16.2151
equinix-nyc.dirB.20181115-132500.UTC.anon.ipv6.pcap,4817217,2735798,121681,0,0,59,0,0,0,507.14,52,1504,582.65 ,52,1504,4.55,1,58917,0.000012455,80287.011553375,1262017,0,78779,10.3715,3555141,0,99585,29.2168,0,93516669,20054.66,1,99585,39.58,0,59.9994,16.0667
equinix-nyc.dirB.20181115-132600.UTC.anon.ipv6.pcap,4940380,2738071,124366,0,0,95,0,0,104,488.40,52,1504,565.66 ,52,1504,4.45,1,42782,0.000012145,82339.713325837,1254835,0,80274,10.0898,3685450,0,103239,29.6339,0,95253724,19380.94,1,103239,39.72,0,59.9993,16.0796
equinix-nyc.dirB.20181115-132700.UTC.anon.ipv6.pcap,4845738,2670639,122316,0,0,74,0,0,87,487.88,52,1504,556.06 ,52,1504,4.35,1,37596,0.000012382,80762.312114346,1203456,0,80642,9.8389,3642208,0,101977,29.7770,0,95834311,19308.41,1,101977,39.61,0,59.9993,16.4228
equinix-nyc.dirB.20181115-132800.UTC.anon.ipv6.pcap,4897025,2651051,120391,0,0,72,0,0,6,481.21,52,1504,543.25 ,52,1504,4.31,1,36339,0.000012252,81617.090134757,1194069,0,80385,9.9182,3702884,0,102617,30.7571,0,95486641,19555.05,1,102617,40.67,0,59.9998,16.6079
equinix-nyc.dirB.20181115-132900.UTC.anon.ipv6.pcap,5069906,2677255,125189,0,0,73,0,0,6,475.70,52,1504,543.99 ,52,1504,4.30,1,42395,0.000011835,84498.455866254,1225814,0,81046,9.7917,3844019,0,103612,30.7057,0,96299966,19245.76,1,103612,40.49,0,59.9994,16.0715
equinix-nyc.dirB.20181115-133000.UTC.anon.ipv6.pcap,5258636,2842234,126899,0,0,85,0,0,0,500.57,52,1504,570.53 ,52,1504,4.57,1,47715,0.000011410,87643.958165788,1434431,0,81038,11.3037,3824120,0,103639,30.1351,0,96436178,20721.76,1,103639,41.43,0,59.9998,15.7834
equinix-nyc.dirB.20181115-133100.UTC.anon.ipv6.pcap,5128044,2763723,124681,0,0,65,0,0,3,490.17,52,1504,564.68 ,52,1504,4.49,1,42367,0.000011700,85467.451280470,1331891,0,81028,10.6823,3796088,0,102601,30.4464,0,96454148,20140.04,1,102601,41.12,0,59.9994,16.1524
equinix-nyc.dirB.20181115-133200.UTC.anon.ipv6.pcap,4983390,2621611,122529,0,0,89,0,0,0,480.97,52,1504,541.06 ,52,1504,4.21,1,29022,0.000012040,83056.531838337,1214388,0,81218,9.9110,3768913,0,103250,30.7593,0,96595455,19541.60,1,103250,40.67,0,59.9999,16.3938
equinix-nyc.dirB.20181115-133300.UTC.anon.ipv6.pcap,5137560,2747227,123503,0,0,121,0,0,24,487.23,52,1504,540.65 ,52,1504,4.37,1,30309,0.000011679,85626.029969110,1330234,0,82170,10.7708,3807205,0,103858,30.8268,0,97757778,20247.50,1,103858,41.59,0,59.9998,16.2904
equinix-nyc.dirB.20181115-133400.UTC.anon.ipv6.pcap,4954119,2677075,122350,0,0,107,0,0,1217,484.89,52,1504,551.57 ,52,1504,4.33,1,54590,0.000012111,82568.683027473,1182688,0,81058,9.6664,3771324,0,102804,30.8240,0,100067052,19615.40,1,102804,40.49,0,59.9991,16.4738
equinix-nyc.dirB.20181115-133500.UTC.anon.ipv6.pcap,5040921,2814571,119330,0,0,117,0,0,1103,487.80,52,1504,557.32 ,52,1504,4.50,1,59257,0.000011903,84015.408810786,1235350,0,81591,10.3523,3805454,0,103383,31.8901,0,119009394,20585.63,1,103383,42.24,0,59.9996,16.8380
equinix-nyc.dirB.20181115-133600.UTC.anon.ipv6.pcap,5026904,2762615,120294,0,0,98,0,0,1149,485.91,52,1504,551.83 ,52,1504,4.36,1,46408,0.000011936,83781.798962409,1240242,0,83560,10.3100,3786564,0,103947,31.4775,0,125609003,20284.52,1,103947,41.78,0,59.9996,16.6853
equinix-nyc.dirB.20181115-133700.UTC.anon.ipv6.pcap,4951414,2702148,122611,0,0,131,0,0,1219,456.55,52,1504,513.05 ,52,1504,4.24,1,39100,0.000012118,82523.601051500,1127300,0,81122,9.1941,3823983,0,106371,31.1879,0,96523628,18418.24,1,106371,40.38,0,59.9999,16.4231
equinix-nyc.dirB.20181115-133800.UTC.anon.ipv6.pcap,5029868,2750522,122424,0,0,113,0,0,1103,470.65,52,1504,523.52 ,52,1504,4.29,1,28204,0.000011929,83831.151496749,1185851,0,82460,9.6864,3843904,0,106804,31.3982,0,98200394,19317.17,1,106804,41.08,0,59.9997,16.5043
equinix-nyc.dirB.20181115-133900.UTC.anon.ipv6.pcap,4953766,2672325,123114,0,0,89,0,0,1077,468.50,52,1504,530.82 ,52,1504,4.15,1,38119,0.000012112,82562.788683410,1168360,0,82900,9.4900,3785317,0,107564,30.7464,0,98731324,18832.05,1,107564,40.23,0,59.9996,16.3450
equinix-nyc.dirB.20181115-134000.UTC.anon.ipv6.pcap,4784318,2599451,123053,0,0,143,0,0,982,474.83,52,1504,527.42 ,52,1504,4.16,1,33733,0.000012541,79738.686492457,1115607,0,79965,9.0660,3668568,0,104140,29.8129,0,95239236,18443.53,1,104140,38.87,0,59.9994,16.1340
equinix-nyc.dirB.20181115-134100.UTC.anon.ipv6.pcap,4982328,2639900,127413,0,0,130,0,0,1103,466.41,52,1504,518.49 ,52,1504,4.12,1,33964,0.000012043,83038.829063590,1135433,0,82518,8.9114,3846765,0,105353,30.1913,0,98253170,18220.28,1,105353,39.10,0,59.9996,16.0002
equinix-nyc.dirB.20181115-134200.UTC.anon.ipv6.pcap,5157346,2798515,126219,0,0,140,0,0,1145,470.59,52,1504,545.55 ,52,1504,4.44,1,35087,0.000011634,85955.805346779,1174235,0,82748,9.3031,3982971,0,104224,31.5560,0,98574323,19209.52,1,104224,40.85,0,59.9998,16.1643
equinix-nyc.dirB.20181115-134300.UTC.anon.ipv6.pcap,5123527,2753385,125747,0,0,132,0,0,1125,460.72,52,1504,538.75 ,52,1504,4.35,1,52683,0.000011711,85392.143707512,1157915,0,82212,9.2082,3965480,0,104189,31.5353,0,97793983,18753.59,1,104189,40.74,0,59.9991,16.0680
equinix-nyc.dirB.20181115-134400.UTC.anon.ipv6.pcap,5097827,2752268,129848,0,0,141,0,0,1187,470.01,52,1504,549.51 ,52,1504,4.36,1,32742,0.000011770,84963.798910029,1173166,0,82202,9.1723,3924520,0,103769,30.6835,0,97788897,18715.46,1,103769,39.85,0,60.0000,15.8408
equinix-nyc.dirB.20181115-134500.UTC.anon.ipv6.pcap,5182978,2754870,123011,0,0,156,0,0,1098,467.60,52,1504,547.71 ,52,1504,4.32,1,52343,0.000011576,86382.981063830,1143956,0,82709,8.8099,4038866,0,104629,31.1045,0,98444988,18645.27,1,104629,39.91,0,59.9995,16.5868
equinix-nyc.dirB.20181115-134600.UTC.anon.ipv6.pcap,5302944,2867161,121365,0,0,113,0,0,1093,474.46,52,1504,553.63 ,52,1504,4.53,1,50707,0.000011314,88382.451556430,1221644,0,83289,9.9311,4081187,0,104230,33.1774,0,99241466,20434.62,1,104230,43.10,0,59.9998,16.7823
equinix-nyc.dirB.20181115-134700.UTC.anon.ipv6.pcap,5398268,2885548,123611,0,0,128,0,0,1092,447.98,52,1504,519.90 ,52,1504,4.54,1,59062,0.000011115,89971.193314128,1170518,0,82601,9.6446,4227622,0,104751,34.8339,0,98322056,19909.19,1,104751,44.47,0,59.9996,16.5351
equinix-nyc.dirB.20181115-134800.UTC.anon.ipv6.pcap,5374020,2911146,123611,0,0,106,0,0,1094,468.22,52,1504,543.92 ,52,1504,4.60,1,60888,0.000011165,89567.041797952,1218673,0,82431,9.8589,4155241,0,103764,33.6154,0,98185223,20338.01,1,103764,43.47,0,59.9996,16.5351
equinix-nyc.dirB.20181115-134900.UTC.anon.ipv6.pcap,5328782,2872711,125870,0,0,98,0,0,1113,436.76,52,1504,494.24 ,52,1504,4.53,1,72131,0.000011260,88813.144349763,1142323,0,82568,9.0754,4186361,0,104641,33.2594,0,98289867,18474.52,1,104641,42.33,0,59.9997,16.4028
equinix-nyc.dirB.20181115-135000.UTC.anon.ipv6.pcap,5406214,2858458,125218,0,0,85,0,0,1104,440.63,52,1504,499.42 ,52,1504,4.59,1,76076,0.000011098,90103.605711562,1205923,0,81814,9.6305,4200206,0,142299,33.5431,0,97500288,19007.48,1,142299,43.17,0,59.9997,16.1384
equinix-nyc.dirB.20181115-135100.UTC.anon.ipv6.pcap,5225090,2825583,129088,0,0,129,0,0,1111,446.46,52,1504,501.95,52,1504,4.47,1,32599,0.000011483,87084.943640928,1177303,0,82746,9.1201,4047658,0,104452,31.3558,0,98567791,18053.25,1,104452,40.47,0,59.9998,15.9987
